pair_id,channel,family,a_predicate,a_date,b_predicate,b_date,days_between,both_future_modal,status
C004230,bravos,stocks_direction,P00082,2026-04-20,P00104,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004231,bravos,stocks_direction,P00082,2026-04-20,P00106,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004232,bravos,stocks_direction,P00082,2026-04-20,P00109,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004233,bravos,stocks_direction,P00082,2026-04-20,P00111,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004234,bravos,stocks_direction,P00082,2026-04-20,P00112,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004235,bravos,stocks_direction,P00082,2026-04-20,P00116,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004236,bravos,stocks_direction,P00082,2026-04-20,P00120,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004237,bravos,stocks_direction,P00082,2026-04-20,P00121,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004238,bravos,stocks_direction,P00082,2026-04-20,P00122,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004239,bravos,stocks_direction,P00082,2026-04-20,P00123,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004240,bravos,stocks_direction,P00082,2026-04-20,P00124,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004241,bravos,stocks_direction,P00082,2026-04-20,P00128,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004242,bravos,stocks_direction,P00082,2026-04-20,P00147,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004243,bravos,stocks_direction,P00082,2026-04-20,P00148,2026-05-01,11,False,UNADJUDICATED_CANDIDATE
C004244,bravos,stocks_direction,P00082,2026-04-20,P00149,2026-05-01,11,False,UNADJUDICATED_CANDIDATE
C004245,bravos,stocks_direction,P00082,2026-04-20,P00151,2026-05-01,11,False,UNADJUDICATED_CANDIDATE
C004246,bravos,stocks_direction,P00082,2026-04-20,P00166,2026-05-11,21,False,UNADJUDICATED_CANDIDATE
C004247,bravos,stocks_direction,P00082,2026-04-20,P00167,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004248,bravos,stocks_direction,P00082,2026-04-20,P00168,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004249,bravos,stocks_direction,P00082,2026-04-20,P00170,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004250,bravos,stocks_direction,P00082,2026-04-20,P00172,2026-05-15,25,False,UNADJUDICATED_CANDIDATE
C004251,bravos,stocks_direction,P00082,2026-04-20,P00178,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004252,bravos,stocks_direction,P00082,2026-04-20,P00200,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004253,bravos,stocks_direction,P00082,2026-04-20,P00203,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004254,bravos,stocks_direction,P00082,2026-04-20,P00204,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004255,bravos,stocks_direction,P00082,2026-04-20,P00210,2026-06-05,46,False,UNADJUDICATED_CANDIDATE
C004256,bravos,stocks_direction,P00082,2026-04-20,P00212,2026-06-05,46,False,UNADJUDICATED_CANDIDATE
C004257,bravos,stocks_direction,P00082,2026-04-20,P00218,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004258,bravos,stocks_direction,P00082,2026-04-20,P00219,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004259,bravos,stocks_direction,P00082,2026-04-20,P00221,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004260,bravos,stocks_direction,P00082,2026-04-20,P00229,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004261,bravos,stocks_direction,P00082,2026-04-20,P00233,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004262,bravos,stocks_direction,P00082,2026-04-20,P00240,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004263,bravos,stocks_direction,P00082,2026-04-20,P00241,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004264,bravos,stocks_direction,P00082,2026-04-20,P00245,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004265,bravos,stocks_direction,P00082,2026-04-20,P00248,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004266,bravos,stocks_direction,P00082,2026-04-20,P00249,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004267,bravos,stocks_direction,P00082,2026-04-20,P00250,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004268,bravos,stocks_direction,P00082,2026-04-20,P00251,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004269,bravos,stocks_direction,P00082,2026-04-20,P00253,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004270,bravos,stocks_direction,P00082,2026-04-20,P00256,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004271,bravos,stocks_direction,P00082,2026-04-20,P00261,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004272,bravos,stocks_direction,P00082,2026-04-20,P00283,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004273,bravos,stocks_direction,P00082,2026-04-20,P00286,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004274,bravos,stocks_direction,P00082,2026-04-20,P00293,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004275,bravos,stocks_direction,P00082,2026-04-20,P00300,2026-07-23,94,False,UNADJUDICATED_CANDIDATE
C004276,bravos,stocks_direction,P00082,2026-04-20,P00301,2026-07-23,94,False,UNADJUDICATED_CANDIDATE
C004277,bravos,stocks_direction,P00082,2026-04-20,P00304,2026-08-04,106,False,UNADJUDICATED_CANDIDATE
C004278,bravos,stocks_direction,P00082,2026-04-20,P00305,2026-08-09,111,False,UNADJUDICATED_CANDIDATE
C004279,bravos,stocks_direction,P00082,2026-04-20,P00306,2026-08-09,111,False,UNADJUDICATED_CANDIDATE
C004280,bravos,stocks_direction,P00082,2026-04-20,P00315,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004281,bravos,stocks_direction,P00082,2026-04-20,P00316,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004282,bravos,stocks_direction,P00082,2026-04-20,P00317,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004283,bravos,stocks_direction,P00082,2026-04-20,P00320,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004284,bravos,stocks_direction,P00082,2026-04-20,P00321,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004285,bravos,stocks_direction,P00082,2026-04-20,P00322,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004286,bravos,stocks_direction,P00082,2026-04-20,P00324,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004287,bravos,stocks_direction,P00082,2026-04-20,P00326,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004288,bravos,stocks_direction,P00082,2026-04-20,P00327,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004289,bravos,stocks_direction,P00082,2026-04-20,P00328,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004290,bravos,stocks_direction,P00082,2026-04-20,P00331,2026-08-18,120,False,UNADJUDICATED_CANDIDATE
C004291,bravos,stocks_direction,P00082,2026-04-20,P00335,2026-08-18,120,False,UNADJUDICATED_CANDIDATE
C004292,bravos,stocks_direction,P00082,2026-04-20,P00337,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004293,bravos,stocks_direction,P00082,2026-04-20,P00338,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004294,bravos,stocks_direction,P00082,2026-04-20,P00339,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004295,bravos,stocks_direction,P00082,2026-04-20,P00340,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004296,bravos,stocks_direction,P00082,2026-04-20,P00346,2026-08-25,127,False,UNADJUDICATED_CANDIDATE
C004297,bravos,stocks_direction,P00082,2026-04-20,P00364,2026-08-25,127,False,UNADJUDICATED_CANDIDATE
C004298,bravos,stocks_direction,P00083,2026-04-20,P00100,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004299,bravos,stocks_direction,P00083,2026-04-20,P00119,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004300,bravos,stocks_direction,P00083,2026-04-20,P00125,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004301,bravos,stocks_direction,P00083,2026-04-20,P00154,2026-05-07,17,False,UNADJUDICATED_CANDIDATE
C004302,bravos,stocks_direction,P00083,2026-04-20,P00155,2026-05-07,17,False,UNADJUDICATED_CANDIDATE
C004303,bravos,stocks_direction,P00083,2026-04-20,P00164,2026-05-11,21,False,UNADJUDICATED_CANDIDATE
C004304,bravos,stocks_direction,P00083,2026-04-20,P00171,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004305,bravos,stocks_direction,P00083,2026-04-20,P00179,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004306,bravos,stocks_direction,P00083,2026-04-20,P00191,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004307,bravos,stocks_direction,P00083,2026-04-20,P00192,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004308,bravos,stocks_direction,P00083,2026-04-20,P00198,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004309,bravos,stocks_direction,P00083,2026-04-20,P00199,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004310,bravos,stocks_direction,P00083,2026-04-20,P00206,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004311,bravos,stocks_direction,P00083,2026-04-20,P00208,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004312,bravos,stocks_direction,P00083,2026-04-20,P00209,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004313,bravos,stocks_direction,P00083,2026-04-20,P00211,2026-06-05,46,False,UNADJUDICATED_CANDIDATE
C004314,bravos,stocks_direction,P00083,2026-04-20,P00213,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004315,bravos,stocks_direction,P00083,2026-04-20,P00214,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004316,bravos,stocks_direction,P00083,2026-04-20,P00216,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004317,bravos,stocks_direction,P00083,2026-04-20,P00228,2026-06-15,56,False,UNADJUDICATED_CANDIDATE
C004318,bravos,stocks_direction,P00083,2026-04-20,P00231,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004319,bravos,stocks_direction,P00083,2026-04-20,P00237,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004320,bravos,stocks_direction,P00083,2026-04-20,P00238,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004321,bravos,stocks_direction,P00083,2026-04-20,P00244,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004322,bravos,stocks_direction,P00083,2026-04-20,P00252,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004323,bravos,stocks_direction,P00083,2026-04-20,P00254,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004324,bravos,stocks_direction,P00083,2026-04-20,P00255,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004325,bravos,stocks_direction,P00083,2026-04-20,P00257,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004326,bravos,stocks_direction,P00083,2026-04-20,P00260,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004327,bravos,stocks_direction,P00083,2026-04-20,P00263,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004328,bravos,stocks_direction,P00083,2026-04-20,P00269,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004329,bravos,stocks_direction,P00083,2026-04-20,P00287,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004330,bravos,stocks_direction,P00083,2026-04-20,P00308,2026-08-09,111,False,UNADJUDICATED_CANDIDATE
C004331,bravos,stocks_direction,P00083,2026-04-20,P00313,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004332,bravos,stocks_direction,P00083,2026-04-20,P00318,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004333,bravos,stocks_direction,P00083,2026-04-20,P00319,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004334,bravos,stocks_direction,P00083,2026-04-20,P00323,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004335,bravos,stocks_direction,P00083,2026-04-20,P00325,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004336,bravos,stocks_direction,P00083,2026-04-20,P00341,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004337,bravos,stocks_direction,P00083,2026-04-20,P00358,2026-08-25,127,False,UNADJUDICATED_CANDIDATE
C004338,bravos,stocks_direction,P00083,2026-04-20,P00417,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004339,bravos,stocks_direction,P00083,2026-04-20,P00419,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004340,bravos,stocks_direction,P00083,2026-04-20,P00420,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004341,bravos,stocks_direction,P00083,2026-04-20,P00421,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004342,bravos,stocks_direction,P00083,2026-04-20,P00426,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004343,bravos,stocks_direction,P00083,2026-04-20,P00427,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004344,bravos,stocks_direction,P00083,2026-04-20,P00428,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004345,bravos,stocks_direction,P00083,2026-04-20,P00429,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004346,bravos,stocks_direction,P00086,2026-04-20,P00100,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004347,bravos,stocks_direction,P00086,2026-04-20,P00119,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004348,bravos,stocks_direction,P00086,2026-04-20,P00125,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004349,bravos,stocks_direction,P00086,2026-04-20,P00154,2026-05-07,17,False,UNADJUDICATED_CANDIDATE
C004350,bravos,stocks_direction,P00086,2026-04-20,P00155,2026-05-07,17,False,UNADJUDICATED_CANDIDATE
C004351,bravos,stocks_direction,P00086,2026-04-20,P00164,2026-05-11,21,False,UNADJUDICATED_CANDIDATE
C004352,bravos,stocks_direction,P00086,2026-04-20,P00171,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004353,bravos,stocks_direction,P00086,2026-04-20,P00179,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004354,bravos,stocks_direction,P00086,2026-04-20,P00191,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004355,bravos,stocks_direction,P00086,2026-04-20,P00192,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004356,bravos,stocks_direction,P00086,2026-04-20,P00198,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004357,bravos,stocks_direction,P00086,2026-04-20,P00199,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004358,bravos,stocks_direction,P00086,2026-04-20,P00206,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004359,bravos,stocks_direction,P00086,2026-04-20,P00208,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004360,bravos,stocks_direction,P00086,2026-04-20,P00209,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004361,bravos,stocks_direction,P00086,2026-04-20,P00211,2026-06-05,46,False,UNADJUDICATED_CANDIDATE
C004362,bravos,stocks_direction,P00086,2026-04-20,P00213,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004363,bravos,stocks_direction,P00086,2026-04-20,P00214,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004364,bravos,stocks_direction,P00086,2026-04-20,P00216,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004365,bravos,stocks_direction,P00086,2026-04-20,P00228,2026-06-15,56,False,UNADJUDICATED_CANDIDATE
C004366,bravos,stocks_direction,P00086,2026-04-20,P00231,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004367,bravos,stocks_direction,P00086,2026-04-20,P00237,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004368,bravos,stocks_direction,P00086,2026-04-20,P00238,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004369,bravos,stocks_direction,P00086,2026-04-20,P00244,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004370,bravos,stocks_direction,P00086,2026-04-20,P00252,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004371,bravos,stocks_direction,P00086,2026-04-20,P00254,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004372,bravos,stocks_direction,P00086,2026-04-20,P00255,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004373,bravos,stocks_direction,P00086,2026-04-20,P00257,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004374,bravos,stocks_direction,P00086,2026-04-20,P00260,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004375,bravos,stocks_direction,P00086,2026-04-20,P00263,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004376,bravos,stocks_direction,P00086,2026-04-20,P00269,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004377,bravos,stocks_direction,P00086,2026-04-20,P00287,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004378,bravos,stocks_direction,P00086,2026-04-20,P00308,2026-08-09,111,False,UNADJUDICATED_CANDIDATE
C004379,bravos,stocks_direction,P00086,2026-04-20,P00313,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004380,bravos,stocks_direction,P00086,2026-04-20,P00318,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004381,bravos,stocks_direction,P00086,2026-04-20,P00319,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004382,bravos,stocks_direction,P00086,2026-04-20,P00323,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004383,bravos,stocks_direction,P00086,2026-04-20,P00325,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004384,bravos,stocks_direction,P00086,2026-04-20,P00341,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004385,bravos,stocks_direction,P00086,2026-04-20,P00358,2026-08-25,127,False,UNADJUDICATED_CANDIDATE
C004386,bravos,stocks_direction,P00086,2026-04-20,P00417,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004387,bravos,stocks_direction,P00086,2026-04-20,P00419,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004388,bravos,stocks_direction,P00086,2026-04-20,P00420,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004389,bravos,stocks_direction,P00086,2026-04-20,P00421,2026-09-12,145,False,UNADJUDICATED_CANDIDATE
C004390,bravos,stocks_direction,P00086,2026-04-20,P00426,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004391,bravos,stocks_direction,P00086,2026-04-20,P00427,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004392,bravos,stocks_direction,P00086,2026-04-20,P00428,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004393,bravos,stocks_direction,P00086,2026-04-20,P00429,2026-09-16,149,False,UNADJUDICATED_CANDIDATE
C004394,bravos,stocks_direction,P00087,2026-04-20,P00093,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004395,bravos,stocks_direction,P00087,2026-04-20,P00103,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004396,bravos,stocks_direction,P00087,2026-04-20,P00104,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004397,bravos,stocks_direction,P00087,2026-04-20,P00106,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004398,bravos,stocks_direction,P00087,2026-04-20,P00109,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004399,bravos,stocks_direction,P00087,2026-04-20,P00111,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004400,bravos,stocks_direction,P00087,2026-04-20,P00112,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004401,bravos,stocks_direction,P00087,2026-04-20,P00116,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004402,bravos,stocks_direction,P00087,2026-04-20,P00120,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004403,bravos,stocks_direction,P00087,2026-04-20,P00121,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004404,bravos,stocks_direction,P00087,2026-04-20,P00122,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004405,bravos,stocks_direction,P00087,2026-04-20,P00123,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004406,bravos,stocks_direction,P00087,2026-04-20,P00124,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004407,bravos,stocks_direction,P00087,2026-04-20,P00128,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004408,bravos,stocks_direction,P00087,2026-04-20,P00147,2026-04-27,7,False,UNADJUDICATED_CANDIDATE
C004409,bravos,stocks_direction,P00087,2026-04-20,P00148,2026-05-01,11,False,UNADJUDICATED_CANDIDATE
C004410,bravos,stocks_direction,P00087,2026-04-20,P00149,2026-05-01,11,False,UNADJUDICATED_CANDIDATE
C004411,bravos,stocks_direction,P00087,2026-04-20,P00151,2026-05-01,11,False,UNADJUDICATED_CANDIDATE
C004412,bravos,stocks_direction,P00087,2026-04-20,P00166,2026-05-11,21,False,UNADJUDICATED_CANDIDATE
C004413,bravos,stocks_direction,P00087,2026-04-20,P00167,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004414,bravos,stocks_direction,P00087,2026-04-20,P00168,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004415,bravos,stocks_direction,P00087,2026-04-20,P00170,2026-05-13,23,False,UNADJUDICATED_CANDIDATE
C004416,bravos,stocks_direction,P00087,2026-04-20,P00172,2026-05-15,25,False,UNADJUDICATED_CANDIDATE
C004417,bravos,stocks_direction,P00087,2026-04-20,P00178,2026-05-29,39,False,UNADJUDICATED_CANDIDATE
C004418,bravos,stocks_direction,P00087,2026-04-20,P00200,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004419,bravos,stocks_direction,P00087,2026-04-20,P00203,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004420,bravos,stocks_direction,P00087,2026-04-20,P00204,2026-06-02,43,False,UNADJUDICATED_CANDIDATE
C004421,bravos,stocks_direction,P00087,2026-04-20,P00210,2026-06-05,46,False,UNADJUDICATED_CANDIDATE
C004422,bravos,stocks_direction,P00087,2026-04-20,P00212,2026-06-05,46,False,UNADJUDICATED_CANDIDATE
C004423,bravos,stocks_direction,P00087,2026-04-20,P00218,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004424,bravos,stocks_direction,P00087,2026-04-20,P00219,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004425,bravos,stocks_direction,P00087,2026-04-20,P00221,2026-06-11,52,False,UNADJUDICATED_CANDIDATE
C004426,bravos,stocks_direction,P00087,2026-04-20,P00229,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004427,bravos,stocks_direction,P00087,2026-04-20,P00233,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004428,bravos,stocks_direction,P00087,2026-04-20,P00240,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004429,bravos,stocks_direction,P00087,2026-04-20,P00241,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004430,bravos,stocks_direction,P00087,2026-04-20,P00245,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004431,bravos,stocks_direction,P00087,2026-04-20,P00248,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004432,bravos,stocks_direction,P00087,2026-04-20,P00249,2026-06-18,59,False,UNADJUDICATED_CANDIDATE
C004433,bravos,stocks_direction,P00087,2026-04-20,P00250,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004434,bravos,stocks_direction,P00087,2026-04-20,P00251,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004435,bravos,stocks_direction,P00087,2026-04-20,P00253,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004436,bravos,stocks_direction,P00087,2026-04-20,P00256,2026-06-29,70,False,UNADJUDICATED_CANDIDATE
C004437,bravos,stocks_direction,P00087,2026-04-20,P00261,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004438,bravos,stocks_direction,P00087,2026-04-20,P00283,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004439,bravos,stocks_direction,P00087,2026-04-20,P00286,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004440,bravos,stocks_direction,P00087,2026-04-20,P00293,2026-07-07,78,False,UNADJUDICATED_CANDIDATE
C004441,bravos,stocks_direction,P00087,2026-04-20,P00300,2026-07-23,94,False,UNADJUDICATED_CANDIDATE
C004442,bravos,stocks_direction,P00087,2026-04-20,P00301,2026-07-23,94,False,UNADJUDICATED_CANDIDATE
C004443,bravos,stocks_direction,P00087,2026-04-20,P00304,2026-08-04,106,False,UNADJUDICATED_CANDIDATE
C004444,bravos,stocks_direction,P00087,2026-04-20,P00305,2026-08-09,111,False,UNADJUDICATED_CANDIDATE
C004445,bravos,stocks_direction,P00087,2026-04-20,P00306,2026-08-09,111,False,UNADJUDICATED_CANDIDATE
C004446,bravos,stocks_direction,P00087,2026-04-20,P00315,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004447,bravos,stocks_direction,P00087,2026-04-20,P00316,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004448,bravos,stocks_direction,P00087,2026-04-20,P00317,2026-08-11,113,False,UNADJUDICATED_CANDIDATE
C004449,bravos,stocks_direction,P00087,2026-04-20,P00320,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004450,bravos,stocks_direction,P00087,2026-04-20,P00321,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004451,bravos,stocks_direction,P00087,2026-04-20,P00322,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004452,bravos,stocks_direction,P00087,2026-04-20,P00324,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004453,bravos,stocks_direction,P00087,2026-04-20,P00326,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004454,bravos,stocks_direction,P00087,2026-04-20,P00327,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004455,bravos,stocks_direction,P00087,2026-04-20,P00328,2026-08-13,115,False,UNADJUDICATED_CANDIDATE
C004456,bravos,stocks_direction,P00087,2026-04-20,P00331,2026-08-18,120,False,UNADJUDICATED_CANDIDATE
C004457,bravos,stocks_direction,P00087,2026-04-20,P00335,2026-08-18,120,False,UNADJUDICATED_CANDIDATE
C004458,bravos,stocks_direction,P00087,2026-04-20,P00337,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004459,bravos,stocks_direction,P00087,2026-04-20,P00338,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004460,bravos,stocks_direction,P00087,2026-04-20,P00339,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004461,bravos,stocks_direction,P00087,2026-04-20,P00340,2026-08-21,123,False,UNADJUDICATED_CANDIDATE
C004462,bravos,stocks_direction,P00087,2026-04-20,P00346,2026-08-25,127,False,UNADJUDICATED_CANDIDATE
C004463,bravos,stocks_direction,P00087,2026-04-20,P00364,2026-08-25,127,False,UNADJUDICATED_CANDIDATE
C004464,bravos,stocks_direction,P00089,2026-04-20,P00100,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
C004465,bravos,stocks_direction,P00089,2026-04-20,P00119,2026-04-23,3,False,UNADJUDICATED_CANDIDATE
