claim_id,channel,video_id,video_date,claim_type,thesis_cluster,_scope,package,fact_key,verdict,supported,unknown,checkable
BR-20260905-54,bravos,_rwFYNlKtEc,2026-09-05,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,core90,V3,greenspan_print_money_quote,TRUE,True,False,True
BR-20260909-43,bravos,1ZS5_txbOsc,2026-09-09,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,global_long_yields_rising,TRUE,True,False,True
BR-20260912-42,bravos,RUH3BPQ5fTo,2026-09-12,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dotcom_fed_tightening,MISLEADING,False,False,True
BR-20260912-45,bravos,RUH3BPQ5fTo,2026-09-12,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fed_steady_or_easing_sep2026,MISLEADING,False,False,True
BR-20260916-19,bravos,jx3Ll-GJtMY,2026-09-16,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fed_hiked_sep2026,TRUE,True,False,True
BR-20260916-40,bravos,jx3Ll-GJtMY,2026-09-16,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,curve_steepening_since_2022,MISLEADING,False,False,True
BR-20260916-45,bravos,jx3Ll-GJtMY,2026-09-16,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,curve_rolling_over_2026,TRUE,True,False,True
BR-20260811-13,bravos,ZZ7HyZu8FbE,2026-08-11,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,rates_15pct_to_below_1,MOSTLY_TRUE,True,False,True
BR-20260811-24,bravos,ZZ7HyZu8FbE,2026-08-11,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,ust_yields_1_to_5,MOSTLY_TRUE,True,False,True
BR-20260818-16,bravos,nB1eXWQlW58,2026-08-18,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,japan_largest_foreign_holder,TRUE,True,False,True
BR-20260818-18,bravos,nB1eXWQlW58,2026-08-18,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,japan_sold_100B_ust_2026,FALSE,False,False,True
BR-20260818-20,bravos,nB1eXWQlW58,2026-08-18,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,dgs30_first_above_5_since_2007,FALSE,False,False,True
BR-20260821-28,bravos,Jw8ykhoOVBQ,2026-08-21,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
BR-20260821-32,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fed_peak_5_5_2023,TRUE,True,False,True
BR-20260825-01,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,yields_high_stocks_rallying,TRUE,True,False,True
BR-20260825-02,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_30T_clip,MISLEADING,False,False,True
BR-20260825-05,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,dgs30_first_above_5_since_2007,FALSE,False,False,True
BR-20260825-06,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,global_long_yields_rising,TRUE,True,False,True
BR-20260825-10,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,global_bond_market_140T,TRUE,True,False,True
BR-20260825-11,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,dm_yields_declined_two_decades,TRUE,True,False,True
BR-20260825-13,bravos,PWMhM2_dj3s,2026-08-25,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,ecb_doom_loop,MISLEADING,False,False,True
BR-20260825-15,bravos,PWMhM2_dj3s,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,imf_uk_1976,TRUE,True,False,True
BR-20260825-16,bravos,PWMhM2_dj3s,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,ecb_greece_2011,MOSTLY_TRUE,True,False,True
BR-20260825-17,bravos,PWMhM2_dj3s,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_imf_argentina,TRUE,True,False,True
BR-20260825-18,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,global_long_yields_rising,TRUE,True,False,True
BR-20260825-20,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,g7_debt_gdp_40_to_130,MOSTLY_TRUE,True,False,True
BR-20260825-21,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,g7_debt_above_ww2,MOSTLY_TRUE,True,False,True
BR-20260825-37,bravos,PWMhM2_dj3s,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,structural_deficits_4_decades,MOSTLY_TRUE,True,False,True
BR-20260825-39,bravos,PWMhM2_dj3s,2026-08-25,POLICY_FACT,LIQUIDITY_PLUMBING,core90,V3,fed_bought_200B,MOSTLY_TRUE,True,False,True
BR-20260707-27,bravos,J0qxWVhXd4o,2026-07-07,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,real_2y_drives_dollar,UNVERIFIABLE,False,True,False
BR-20260707-35,bravos,J0qxWVhXd4o,2026-07-07,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fed_hawkish_energy_shock,MOSTLY_TRUE,True,False,True
BR-20260804-20,bravos,VygtuX3arJA,2026-08-04,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,corp_vs_individual_tax_spread,UNVERIFIABLE,False,True,False
BR-20260804-22,bravos,VygtuX3arJA,2026-08-04,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,individual_effective_rate_highest_since_1980s,FALSE,False,False,True
BR-20260804-23,bravos,VygtuX3arJA,2026-08-04,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,lowest_bracket_0_to_10,MISLEADING,False,False,True
BR-20260804-24,bravos,VygtuX3arJA,2026-08-04,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,corp_tax_21pct,TRUE,True,False,True
BR-20260809-01,bravos,rv4PIOsQq_g,2026-08-09,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,mmf_8T_assets,TRUE,True,False,True
BR-20260809-05,bravos,rv4PIOsQq_g,2026-08-09,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,mmf_26pct_gdp,TRUE,True,False,True
BR-20260809-21,bravos,rv4PIOsQq_g,2026-08-09,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,cash_attractiveness_indicator,UNVERIFIABLE,False,True,False
BR-20260809-22,bravos,rv4PIOsQq_g,2026-08-09,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,cash_attractiveness_indicator,UNVERIFIABLE,False,True,False
BR-20260809-24,bravos,rv4PIOsQq_g,2026-08-09,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
AJ-20260825-07,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_level_40T,TRUE,True,False,True
AJ-20260825-08,jikh,gVksaXViB4E,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,bessent_emergency_bond_buying,MISLEADING,False,False,True
AJ-20260825-09,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,buyback_yields_retraced,TRUE,True,False,True
AJ-20260825-10,jikh,gVksaXViB4E,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,tga_950B,TRUE,True,False,True
AJ-20260825-12,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dgs30_highest_since_2007,TRUE,True,False,True
AJ-20260825-38,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,net_borrowing_1_4T_6m,TRUE,True,False,True
AJ-20260825-40,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dgs10_3_9_to_4_7,MOSTLY_TRUE,True,False,True
AJ-20260825-41,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,true_interest_expense_105pct,MISLEADING,False,False,True
AJ-20260825-42,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,receipts_record_high,TRUE,True,False,True
AJ-20260825-43,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,revenue_vs_obligations_growth,MOSTLY_TRUE,True,False,True
AJ-20260825-46,jikh,gVksaXViB4E,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,coupon_sizes_flat_9_quarters,TRUE,True,False,True
AJ-20260825-47,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,four_week_bill_47_to_94B,MOSTLY_TRUE,True,False,True
AJ-20260825-48,jikh,gVksaXViB4E,2026-08-25,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,treasury_buyback_doubled_aug2026,TRUE,True,False,True
AJ-20260825-50,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,buyback_coupon_swap_economics,MOSTLY_TRUE,True,False,True
AJ-20260825-51,jikh,gVksaXViB4E,2026-08-25,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,bills_22pct_of_debt,TRUE,True,False,True
AJ-20260902-14,jikh,NZpobX6MQVA,2026-09-02,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,fed_bs_2008_doubled,TRUE,True,False,True
AJ-20260902-19,jikh,NZpobX6MQVA,2026-09-02,POLICY_FACT,LIQUIDITY_PLUMBING,core90,V3,fed_corporate_bonds_2020,TRUE,True,False,True
AJ-20260902-36,jikh,NZpobX6MQVA,2026-09-02,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_11T_to_40T,MOSTLY_TRUE,True,False,True
AJ-20260902-47,jikh,NZpobX6MQVA,2026-09-02,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_level_40T,TRUE,True,False,True
AJ-20260902-49,jikh,NZpobX6MQVA,2026-09-02,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,bessent_shortening_debt,TRUE,True,False,True
AJ-20260902-51,jikh,NZpobX6MQVA,2026-09-02,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_jackson_hole_hiking_metaphor,TRUE,True,False,True
AJ-20260902-53,jikh,NZpobX6MQVA,2026-09-02,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dgs30_rose_after_jackson_hole,TRUE,True,False,True
AJ-20260910-03,jikh,iBxWsP8k9XM,2026-09-10,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,trump_other_countries_half_point,MOSTLY_TRUE,True,False,True
AJ-20260910-07,jikh,iBxWsP8k9XM,2026-09-10,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,trump_650B_per_point,FALSE,False,False,True
AJ-20260910-08,jikh,iBxWsP8k9XM,2026-09-10,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_is_fed_chair,TRUE,True,False,True
AJ-20260910-09,jikh,iBxWsP8k9XM,2026-09-10,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,true_interest_expense_105pct,MISLEADING,False,False,True
AJ-20260910-10,jikh,iBxWsP8k9XM,2026-09-10,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,revenue_vs_obligations_growth,MOSTLY_TRUE,True,False,True
AJ-20260910-16,jikh,iBxWsP8k9XM,2026-09-10,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fedwatch_sept2026_hike_odds,TRUE,True,False,True
AJ-20260910-28,jikh,iBxWsP8k9XM,2026-09-10,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dgs10_dgs30_mortgage_sep10,MOSTLY_TRUE,True,False,True
AJ-20260910-36,jikh,iBxWsP8k9XM,2026-09-10,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_18T_to_40T,TRUE,True,False,True
AJ-20260910-53,jikh,iBxWsP8k9XM,2026-09-10,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,tga_vs_foreign_10pct,MOSTLY_TRUE,True,False,True
AJ-20260910-65,jikh,iBxWsP8k9XM,2026-09-10,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,market_split_camps_sept16,TRUE,True,False,True
AJ-20260728-06,jikh,YBhwK-VWsxY,2026-07-28,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,jgb_yields_up_creditor,TRUE,True,False,True
AJ-20260728-09,jikh,YBhwK-VWsxY,2026-07-28,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,japan_debt_gdp_200,TRUE,True,False,True
AJ-20260728-13,jikh,YBhwK-VWsxY,2026-07-28,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,boj_holds_48pct_jgb,MOSTLY_TRUE,True,False,True
AJ-20260728-14,jikh,YBhwK-VWsxY,2026-07-28,DATA_POINT,LIQUIDITY_PLUMBING,core90,V3,m2_280pct_since_2004,TRUE,True,False,True
AJ-20260728-20,jikh,YBhwK-VWsxY,2026-07-28,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,japan_held_rates_zero,MOSTLY_TRUE,True,False,True
AJ-20260728-29,jikh,YBhwK-VWsxY,2026-07-28,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,jgb_0_25_to_2_7,TRUE,True,False,True
AJ-20260728-44,jikh,YBhwK-VWsxY,2026-07-28,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dgs10_near_alltime_high,MISLEADING,False,False,True
AJ-20260805-09,jikh,dlaVKt9-Tfg,2026-08-05,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_crossed_40T_timing_aug05,FALSE,False,False,True
AJ-20260805-10,jikh,dlaVKt9-Tfg,2026-08-05,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_debt_34_5T_to_40T,MOSTLY_TRUE,True,False,True
AJ-20260805-14,jikh,dlaVKt9-Tfg,2026-08-05,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_six_weeks_price_stability_declines,FALSE,False,False,True
AJ-20260805-15,jikh,dlaVKt9-Tfg,2026-08-05,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,dgs30_highest_since_2007,TRUE,True,False,True
AJ-20260805-51,jikh,dlaVKt9-Tfg,2026-08-05,RECOMMENDATION,FED_RATES_FINANCIAL_REPRESSION,core90,V3,jikh_watchlist,UNVERIFIABLE,False,True,False
AJ-20260810-19,jikh,Uw84lTiD5C8,2026-08-10,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,kobyakov_stablecoin_claim,MOSTLY_TRUE,True,False,True
AJ-20260622-08,jikh,nHy5u06we_s,2026-06-22,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_first_meeting_held_97pct,MOSTLY_TRUE,True,False,True
AJ-20260622-11,jikh,nHy5u06we_s,2026-06-22,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_dropped_forward_guidance,TRUE,True,False,True
AJ-20260622-12,jikh,nHy5u06we_s,2026-06-22,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_no_own_dot,TRUE,True,False,True
AJ-20260622-13,jikh,nHy5u06we_s,2026-06-22,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_five_task_forces,TRUE,True,False,True
AJ-20260622-15,jikh,nHy5u06we_s,2026-06-22,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_is_fed_chair,TRUE,True,False,True
AJ-20260622-16,jikh,nHy5u06we_s,2026-06-22,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,june2026_sep_hike_dots,MOSTLY_TRUE,True,False,True
AJ-20260622-25,jikh,nHy5u06we_s,2026-06-22,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_data_echo_of_history,MOSTLY_TRUE,True,False,True
AJ-20260622-30,jikh,nHy5u06we_s,2026-06-22,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,warsh_no_more_dot_plot,MISLEADING,False,False,True
AJ-20260622-32,jikh,nHy5u06we_s,2026-06-22,POLICY_FACT,LIQUIDITY_PLUMBING,core90,V3,slr_covid_exemption,TRUE,True,False,True
AJ-20260622-35,jikh,nHy5u06we_s,2026-06-22,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fomc_jun17_market_reaction,TRUE,True,False,True
AJ-20260622-39,jikh,nHy5u06we_s,2026-06-22,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,treasury_8T_refinance_12m,MOSTLY_TRUE,True,False,True
AJ-20260622-41,jikh,nHy5u06we_s,2026-06-22,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,cayman_37pct_issuance,MOSTLY_TRUE,True,False,True
AJ-20260622-52,jikh,nHy5u06we_s,2026-06-22,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,core90,V3,gromen_five_signs,TRUE,True,False,True
AJ-20260622-53,jikh,nHy5u06we_s,2026-06-22,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,core90,V3,fomc_jun17_market_reaction,TRUE,True,False,True
AJ-20260630-44,jikh,Z_xvkbGWauU,2026-06-30,DATA_POINT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_gold_8000t_42oz,TRUE,True,False,True
AJ-20260630-45,jikh,Z_xvkbGWauU,2026-06-30,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,core90,V3,us_gold_8000t_42oz,TRUE,True,False,True
AJ-20260630-47,jikh,Z_xvkbGWauU,2026-06-30,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,fed_research_gold_revaluation,MOSTLY_TRUE,True,False,True
AJ-20260630-48,jikh,Z_xvkbGWauU,2026-06-30,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,bessent_monetize_asset_side,MISLEADING,False,False,True
AJ-20260630-49,jikh,Z_xvkbGWauU,2026-06-30,SOURCE_CITATION,SOVEREIGN_DEBT_FISCAL,core90,V3,shelton_gold_convertible,TRUE,True,False,True
BR-20260529-16,bravos,eKomHGJgJEU,2026-05-29,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
BR-20260602-17,bravos,bgAmexfyVOI,2026-06-02,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
BR-20260602-18,bravos,bgAmexfyVOI,2026-06-02,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,warsh_wants_to_avoid_hiking,MISLEADING,False,False,True
BR-20260602-19,bravos,bgAmexfyVOI,2026-06-02,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,no_hike_priced_before_dec2026,MOSTLY_TRUE,True,False,True
BR-20260611-16,bravos,zmIhCFYlBP0,2026-06-11,DATA_POINT,LIQUIDITY_PLUMBING,audit,V3,sideline_cash_vs_market_lows,UNVERIFIABLE,False,True,False
BR-20260611-18,bravos,zmIhCFYlBP0,2026-06-11,SOURCE_CITATION,LIQUIDITY_PLUMBING,audit,V3,jpm_95B_passive_selling,UNVERIFIABLE,False,True,False
BR-20260611-23,bravos,zmIhCFYlBP0,2026-06-11,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
BR-20260611-24,bravos,zmIhCFYlBP0,2026-06-11,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,futures_hike_by_year_end,MOSTLY_TRUE,True,False,True
BR-20260615-02,bravos,Ev6e1dJCelc,2026-06-15,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,curve_steepened_2pp,MOSTLY_TRUE,True,False,True
BR-20260615-07,bravos,Ev6e1dJCelc,2026-06-15,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,curve_uninverted_june2025,FALSE,False,False,True
BR-20260618-04,bravos,ArL4djz-76c,2026-06-18,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,ust_market_down_15pct_300B,FALSE,False,False,True
BR-20260618-06,bravos,ArL4djz-76c,2026-06-18,DATA_POINT,LIQUIDITY_PLUMBING,audit,V3,mmf_50B_outflow_record,MISLEADING,False,False,True
BR-20260427-16,bravos,PN8bHAr0f1M,2026-04-27,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
BR-20260427-17,bravos,PN8bHAr0f1M,2026-04-27,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,audit,V3,rate_lag_12_18_months,MOSTLY_TRUE,True,False,True
BR-20260501-21,bravos,YUwjueXzffE,2026-05-01,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,audit,V3,bessent_engine_of_inequality,MOSTLY_TRUE,True,False,True
BR-20260501-23,bravos,YUwjueXzffE,2026-05-01,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_zero_2008_2020,TRUE,True,False,True
BR-20260501-25,bravos,YUwjueXzffE,2026-05-01,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_keeping_rates_high,MISLEADING,False,False,True
BR-20260511-02,bravos,ZyC3GRY5e1M,2026-05-11,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,hike_odds_exceed_cut_odds,TRUE,True,False,True
BR-20260511-07,bravos,ZyC3GRY5e1M,2026-05-11,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_founded_1913_dual_mandate,TRUE,True,False,True
BR-20260511-27,bravos,ZyC3GRY5e1M,2026-05-11,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,audit,V3,rate_lag_12_18_months,MOSTLY_TRUE,True,False,True
BR-20260513-18,bravos,HUSPFNHI6PY,2026-05-13,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,audit,V3,corp_tax_1950s_to_1980s,MOSTLY_TRUE,True,False,True
BR-20260513-19,bravos,HUSPFNHI6PY,2026-05-13,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,audit,V3,corp_tax_21pct,TRUE,True,False,True
BR-20260513-22,bravos,HUSPFNHI6PY,2026-05-13,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,audit,V3,deficit_worsening_yearly,MOSTLY_TRUE,True,False,True
BR-20260513-24,bravos,HUSPFNHI6PY,2026-05-13,POLICY_FACT,SOVEREIGN_DEBT_FISCAL,audit,V3,trump_keep_taxes_low,TRUE,True,False,True
BR-20260402-02,bravos,XDDBhShILQA,2026-04-02,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,ust_down_5pct_1_2T,MOSTLY_TRUE,True,False,True
BR-20260402-04,bravos,XDDBhShILQA,2026-04-02,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,dgs30_near_5_apr2026,TRUE,True,False,True
BR-20260402-10,bravos,XDDBhShILQA,2026-04-02,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,fed_cutting_or_holding_2024_2026,MOSTLY_TRUE,True,False,True
BR-20260402-11,bravos,XDDBhShILQA,2026-04-02,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,dgs2_above_fedfunds,MOSTLY_TRUE,True,False,True
BR-20260402-16,bravos,XDDBhShILQA,2026-04-02,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,term_premium_2019_and_max,MISLEADING,False,False,True
BR-20260402-17,bravos,XDDBhShILQA,2026-04-02,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,term_premium_around_zero,FALSE,False,False,True
BR-20260402-18,bravos,XDDBhShILQA,2026-04-02,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,term_premium_oil_shocks,UNVERIFIABLE,False,True,False
BR-20260423-05,bravos,iq599kyAjVA,2026-04-23,POLICY_FACT,LIQUIDITY_PLUMBING,audit,V3,fed_bs_expanding_2026,TRUE,True,False,True
BR-20260423-07,bravos,iq599kyAjVA,2026-04-23,DATA_POINT,LIQUIDITY_PLUMBING,audit,V3,m2_accelerating,TRUE,True,False,True
BR-20260423-09,bravos,iq599kyAjVA,2026-04-23,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,deficit_5pct_gdp_unique,MISLEADING,False,False,True
AJ-20260515-15,jikh,yNHYpCLBffw,2026-05-15,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,foreign_demand_shrinking,MISLEADING,False,False,True
AJ-20260520-28,jikh,3DYnQMmQk8k,2026-05-20,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,china_bond_yields_falling,MOSTLY_TRUE,True,False,True
AJ-20260520-34,jikh,3DYnQMmQk8k,2026-05-20,POLICY_FACT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,oil_crisis_not_peaked_may,TRUE,True,False,True
AJ-20260526-02,jikh,w8yTmTdF1Kw,2026-05-26,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,dgs30_highest_since_2007,TRUE,True,False,True
AJ-20260526-03,jikh,w8yTmTdF1Kw,2026-05-26,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,dgs10_75bp_since_war,MOSTLY_TRUE,True,False,True
AJ-20260526-04,jikh,w8yTmTdF1Kw,2026-05-26,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,audit,V3,waller_cannot_rule_out_hikes,TRUE,True,False,True
AJ-20260526-05,jikh,w8yTmTdF1Kw,2026-05-26,DATA_POINT,FED_RATES_FINANCIAL_REPRESSION,audit,V3,hike_by_jan2027_70pct,MOSTLY_TRUE,True,False,True
AJ-20260526-06,jikh,w8yTmTdF1Kw,2026-05-26,SOURCE_CITATION,FED_RATES_FINANCIAL_REPRESSION,audit,V3,goldman_expected_cuts,MOSTLY_TRUE,True,False,True
AJ-20260526-11,jikh,w8yTmTdF1Kw,2026-05-26,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,global_yields_multidecade_highs,MISLEADING,False,False,True
AJ-20260526-13,jikh,w8yTmTdF1Kw,2026-05-26,DATA_POINT,SOVEREIGN_DEBT_FISCAL,audit,V3,global_bond_market_140T,TRUE,True,False,True
